UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL;572182;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;1070000;NSF
NEROC;1702382;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;197500;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;500000;NSF
OCULAR DYNAMICS;859201;NSF
UNIVERSITY OF WASHINGTON;2937478;NSF
UNIVERSITY OF WASHINGTON;2937478;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;16764;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;2000;NSF
UNIVERSITY OF TEXAS AT AUSTIN;400000;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;468296;NSF
CHILDREN'S RESEARCH INSTITUTE;140000;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;161997;NSF
MICHIGAN STATE UNIVERSITY;200633;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;746191;NSF
CARNEGIE MELLON UNIVERSITY;493500;NSF
UNIVERSITY OF MASSACHUSETTS;508651;NSF
UNIVERSITY OF NORTH TEXAS;299558;NSF
UNIVERSITY OF CONNECTICUT;295573;NSF
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;225000;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;298197;NSF
UNIVERSITY OF TENNESSEE;119869;NSF
UNIVERSITY OF SOUTH FLORIDA;449972;NSF
COLLEGE OF WILLIAM & MARY, THE;215001;NSF
DIOXIDE MATERIALS, INC.;659132;NSF
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;722107;NSF
UNIVERSITY OF WISCONSIN SYSTEM;80122;NSF
UNIVERSITY OF ILLINOIS;572300;NSF
OLD DOMINION UNIVERSITY RESEARCH FOUNDATION;245460;NSF
NORTH CAROLINA STATE UNIVERSITY;296621;NSF
EDUCATION, MARYLAND DEPARTMENT OF;169416;NSF
UNIVERSITY OF NOTRE DAME DU LAC;300000;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;171000;NSF
UNIVERSITY OF MASSACHUSETTS;199959;NSF
JOHNS HOPKINS UNIVERSITY, THE;63803;NASA
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;250000;NSF
ALLEGHENY COLLEGE;243237;NSF
NORTHEASTERN UNIVERSITY;247572;NSF
NORTHERN ARIZONA UNIVERSITY;582059;NSF
OLD DOMINION UNIVERSITY RESEARCH FOUNDATION;85000;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;200000;NSF
MARYMOUNT UNIVERSITY;162564;NSF
BOARD OF DIRECTORS OF WITTENBERG COLLEGE, THE;43069;NSF
UNIVERSITY OF MAINE SYSTEM;381384;NSF
UNIVERSITY OF TEXAS AT AUSTIN;899999;NSF
ENTANGLEMENT TECHNOLOGIES, INC.;750000;NSF
UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.;298854;NSF
DREXEL UNIVERSITY;350852;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;1060000;NSF
SYRACUSE UNIVERSITY;89878;NSF
UNIVERSITY OF TEXAS AT EL PASO;216999;NSF
DICKINSON COLLEGE;66850;NSF
NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY;90000;NSF
JOHNS HOPKINS UNIVERSITY, THE;100283;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;173898;NSF
RIVANNA MEDICAL, LLC;750000;NSF
MISSISSIPPI STATE UNIVERSITY;51360;NSF
UNIVERSITY OF ALABAMA;243283;NSF
WAKE FOREST UNIVERSITY;199750;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;21000;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;450000;NSF
UNIVERSITY OF WISCONSIN SYSTEM;497426;NSF
GEORGIA TECH RESEARCH CORPORATION;16969;NSF
ROGERS STATE UNIVERSITY FOUNDATION, INC.;74591;NSF
GEORGE MASON UNIVERSITY;474996;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;746783;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;600000;NSF
UNIVERSITY OF NEW MEXICO;124164;NSF
REGENTS OF THE UNIVERSITY OF IDAHO;519897;NSF
NORTHERN ARIZONA UNIVERSITY;249990;NSF
UNIVERSITY OF OKLAHOMA;555497;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;41025;NSF
CHICAGO STATE UNIVERSITY;198637;NSF
FISK UNIVERSITY;130000;NSF
UNIVERSITY OF TEXAS AT DALLAS;474278;NSF
KANSAS STATE UNIVERSITY;1233906;NSF
GEORGIA TECH RESEARCH CORPORATION;280000;NSF
TRUSTEES OF BOSTON UNIVERSITY;455000;NSF
TRUSTEES OF BOSTON UNIVERSITY;573985;NSF
CLEMSON UNIVERSITY;524680;NSF
UNIVERSITY OF DELAWARE;496020;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;1000000;NSF
ELIZABETH CITY STATE UNIVERSITY;237423;NSF
CARNEGIE MELLON UNIVERSITY;1270883;NSF
VANDERBILT UNIVERSITY, THE;1178446;NSF
TRUSTEES OF INDIANA UNIVERSITY;283620;NSF
JOHNS HOPKINS UNIVERSITY, THE;1175809;NSF
CARNEGIE MELLON UNIVERSITY;608000;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;463607;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;147999;NSF
DREXEL UNIVERSITY;457901;NSF
UNIVERSITY OF TEXAS AT AUSTIN;499760;NSF
WASHINGTON STATE UNIVERSITY;135000;NSF
UNIVERSITY OF ILLINOIS;456171;NSF
NORTHEASTERN UNIVERSITY;499999;NSF
UNIVERSITY OF MISSOURI SYSTEM;300000;NSF
NORTH CAROLINA STATE UNIVERSITY;156203;NSF
TRUSTEES OF DARTMOUTH COLLEGE;1009430;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;513900;NSF
HARVEY MUDD COLLEGE;180023;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;306077;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;0;NSF
NORTH CAROLINA STATE UNIVERSITY;384143;NSF
BRANDEIS UNIVERSITY;400000;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;300000;NSF
UNIVERSITY OF ROCHESTER;449911;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;354839;NASA
KANSAS STATE UNIVERSITY;100000;NASA
UNIVERSITY OF ROCHESTER;16697884;NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN;360000;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;1350000;NSF
INTERFACIAL SOLUTIONS LLC;750000;NSF
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;702850;NSF
RENSSELAER POLYTECHNIC INSTITUTE;120000;NSF
NORTHWESTERN UNIVERSITY;239999;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;356688;NSF
COLORADO STATE UNIVERSITY;250000;NSF
ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE;154592;NSF
TRUSTEES OF TUFTS COLLEGE INC;52970;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;490072;NSF
FLORIDA STATE UNIVERSITY, THE;14649;NSF
CARNEGIE MELLON UNIVERSITY;800000;NSF
AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE;8235240;NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA;79446;NSF
UNIVERSITY OF MISSOURI SYSTEM;500698;NSF
VERISTRIDE, INC;761259;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;9001422;NASA
RENSSELAER POLYTECHNIC INSTITUTE;291000;NSF
JOHNS HOPKINS UNIVERSITY, THE;154000;NASA
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;849718;NSF
UNIVERSITY OF HAWAII SYSTEMS;235778;NSF
NORTH CAROLINA STATE UNIVERSITY;1029403;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;989999;NSF
UNIVERSITY OF WASHINGTON;257836;NSF
ARIZONA STATE UNIVERSITY;387088;NSF
UNIVERSITY OF WASHINGTON;691465;NSF
ARIZONA STATE UNIVERSITY;207808;NSF
UNIVERSITY OF MISSOURI SYSTEM;115986;NSF
GEORGETOWN UNIVERSITY (THE);443000;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;130000;NSF
UNIVERSITY OF TOLEDO, THE;200000;NSF
MICHIGAN STATE UNIVERSITY;1016489;NSF
CASE WESTERN RESERVE UNIVERSITY;540000;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;400654;NSF
SYRACUSE UNIVERSITY;122096;NSF
UNIVERSITY OF ARIZONA;533334;NSF
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA;150000;NSF
UNIVERSITY OF NEW ENGLAND;417785;NSF
UNIVERSITY OF ARIZONA;234407;NSF
UNIVERSITY OF SOUTH CAROLINA;405000;NSF
CARNEGIE MELLON UNIVERSITY;70579;NSF
UNIVERSITY OF ARIZONA;66306;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;237716;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;233536;NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA;146066;NSF
UNIVERSITY OF MISSOURI SYSTEM;180417;NSF
WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION;297267;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;297656;NSF
TEXAS TECH UNIVERSITY SYSTEM;390000;NSF
WAYNE STATE UNIVERSITY (INC);435000;NSF
UNIVERSITY OF ILLINOIS;469734;NSF
ARKANSAS STATE UNIVERSITY;90443;NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.;287935;NSF
WAKE FOREST UNIVERSITY;129557;NSF
PURDUE UNIVERSITY;256481;NSF
GEORGE MASON UNIVERSITY;83442;NSF
GEORGE MASON UNIVERSITY;83442;NSF
UNIVERSITY OF CENTRAL FLORIDA;199355;NSF
UNIVERSITY OF ILLINOIS;616000;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;1495218;NSF
ARIZONA STATE UNIVERSITY;179936;NSF
UNIVERSITY OF MAINE SYSTEM;722500;NSF
CARLETON COLLEGE;329474;NSF
CLARKSON UNIVERSITY;366000;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;0;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;445236;NSF
MICHIGAN STATE UNIVERSITY;445719;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;457207;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;501801;NSF
UNIVERSITY OF WASHINGTON;500000;NSF
UNIVERSITY OF ILLINOIS;499695;NSF
UNIVERSITY OF MARYLAND BALTIMORE COUNTY;0;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;640000;NSF
MICHIGAN STATE UNIVERSITY;499999;NSF
FYODOR BIOTECHNOLOGIES, INC.;729789;NSF
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;399999;NSF
UNIVERSITY OF WASHINGTON;199298;NASA
PURDUE UNIVERSITY;144868;NASA
PENNSYLVANIA STATE UNIVERSITY, THE;300000;NSF
UNIVERSITY OF MASSACHUSETTS;432214;NSF
UNIVERSITY OF UTAH, THE;685380;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;638586;NSF
ROWAN UNIVERSITY;280000;NSF
TRUSTEES OF THE COLORADO SCHOOL OF MINES;282000;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;700000;NSF
UNIVERSITY OF NOTRE DAME DU LAC;299995;NSF
NORTH CAROLINA STATE UNIVERSITY;740000;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;94804;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;50000;NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN;300000;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;400000;NSF
UNIVERSITY OF TEXAS AT BROWNSVILLE;276233;NSF
CORNELL UNIVERSITY, INC;337712;NSF
UNIVERSITY OF CHICAGO, THE;346375;NSF
UNIVERSITY OF ARKANSAS SYSTEM;360000;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;280427;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;299995;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;180000;NSF
OHIO STATE UNIVERSITY, THE;410000;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;358596;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;491713;NSF
WILLIAM MARSH RICE UNIVERSITY;200000;NSF
DUKE UNIVERSITY;330438;NSF
UNIVERSITY OF ARIZONA;413250;NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;400000;NSF
BARNARD COLLEGE (INC);178485;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;157897;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;872474;NSF
UNIVERSITY OF TEXAS AT ARLINGTON;640608;NSF
NATIONAL BUREAU OF ECONOMIC RESEARCH, INC.;460880;NSF
WASHINGTON STATE UNIVERSITY;249796;NSF
UNIVERSITY OF FLORIDA;425528;NSF
UNIVERSITY OF WISCONSIN SYSTEM;678376;NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;299930;NSF
UNIVERSITY OF PACIFIC;151307;NSF
UNIVERSITY OF ILLINOIS;300000;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;200000;NSF
WASHINGTON UNIVERSITY, THE;363388;NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY;200000;NSF
GEORGIA SOUTHERN UNIVERSITY RESEARCH AND SERVICE FOUNDATION, INC.;153000;NSF
CORNELL UNIVERSITY, INC;600000;NSF
BRIGHAM YOUNG UNIVERSITY;441063;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;274169;NSF
TENNESSEE TECHNOLOGICAL UNIVERSITY;208994;NSF
UNIVERSITY OF ILLINOIS;370649;NSF
CARNEGIE MELLON UNIVERSITY;722580;NSF
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;390000;NSF
UNIVERSITY OF SOUTH CAROLINA;390000;NSF
UNIVERSITY OF PITTSBURGH THE;152972;NSF
JOHNS HOPKINS UNIVERSITY, THE;303165;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;499998;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;531039;NSF
OHIO STATE UNIVERSITY, THE;192000;NSF
INCORPORATED RESEARCH INSTITUTIONS FOR SEISMOLOGY;1783919;NSF
WRIGHT STATE UNIVERSITY;300000;NSF
UNIVERSITY OF ILLINOIS;465000;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;150000;NSF
UNIVERSITY OF TEXAS AT DALLAS;150000;NSF
MINERALS, METALS AND MATERIALS SOCIETY, INC. , THE;5000;NSF
UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC.;2200000;NSF
UNIVERSITY OF DELAWARE;14590;NSF
NORTH CAROLINA STATE UNIVERSITY;509166;NSF
TRUSTEES OF BOSTON UNIVERSITY;50000;NSF
UNIVERSITY OF CENTRAL FLORIDA;154596;NSF
UNIVERSITY OF ILLINOIS;101981;NSF
UNIVERSITY OF SOUTH CAROLINA;50000;NSF
STEVENS INSTITUTE OF TECHNOLOGY (INC);269538;NSF
CORNELL UNIVERSITY, INC;425000;NSF
ARIZONA STATE UNIVERSITY;162000;NSF
UNIVERSITY OF DELAWARE;50000;NSF
PURDUE UNIVERSITY;135175;NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION;33185;NSF
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO;99970;NSF
GORDON RESEARCH CONFERENCES INC;34750;NSF
UNIVERSITY OF TEXAS AT SAN ANTONIO;45139;NSF
PURDUE UNIVERSITY;150000;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;470147;NSF
VANDERBILT UNIVERSITY, THE;260000;NSF
UNIVERSITY OF ILLINOIS;460000;NSF
UNIVERSITY OF MASSACHUSETTS;158872;NSF
TRUSTEES OF WHEATON COLLEGE, THE;299355;NSF
UNIVERSITY OF ILLINOIS;420000;NSF
THE TRUSTEES OF MOUNT HOLYOKE COLLEGE;141129;NSF
CLEMSON UNIVERSITY;434250;NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;398394;NSF
UNIVERSITY OF HOUSTON SYSTEM;184937;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;750088;NSF
MATERIALS RESEARCH SOCIETY;11500;NSF
OREGON STATE UNIVERSITY;1200000;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;900000;NSF
UNIVERSITY OF HOUSTON SYSTEM;149997;NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;130802;NSF
UNIVERSITY OF MASSACHUSETTS;159122;NSF
ARIZONA STATE UNIVERSITY;50000;NSF
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;50000;NSF
UNIVERSITY OF TEXAS AT AUSTIN;50000;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;50000;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;50000;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE;994370;NSF
INTERNATIONAL COMPUTER SCIENCE INSTITUTE;269993;NSF
WORCESTER POLYTECHNIC INSTITUTE;161876;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;228159;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;227980;NSF
UNIVERSITY OF NEW MEXICO;258196;NSF
NORTHWESTERN UNIVERSITY;191372;NSF
RENSSELAER POLYTECHNIC INSTITUTE;329455;NSF
CORNELL UNIVERSITY, INC;0;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;50000;NSF
JOHNS HOPKINS UNIVERSITY, THE;155835;NSF
S2 CORPORATION;465502;NSF
THE UNIVERSITY OF AKRON;390000;NSF
UNIVERSITY OF CHICAGO, THE;749854;NSF
POWER FINGERPRINTING, INC;499780;NSF
UNIVERSITY OF CENTRAL FLORIDA;150000;NSF
WORCESTER POLYTECHNIC INSTITUTE;5695;NSF
UNIVERSITY OF WISCONSIN SYSTEM;181615;NSF
UNIVERSITY OF CONNECTICUT;50000;NSF
RENSSELAER POLYTECHNIC INSTITUTE;269994;NSF
STARMOBILE, INC.;750000;NSF
UNIVERSITY OF CALIFORNIA, SAN FRANCISCO;180006;NSF
OHIO STATE UNIVERSITY, THE;240000;NSF
UNIVERSITY OF CONNECTICUT;200000;NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION;149805;NSF
KANSAS STATE UNIVERSITY;80000;NSF
UNIVERSITY OF ARIZONA;420000;NSF
OHIO STATE UNIVERSITY, THE;727258;NSF
CLEMSON UNIVERSITY;300000;NSF
BETTERGY CORP.;492785;NSF
UNIVERSITY OF ILLINOIS;390000;NSF
UNIVERSITY OF TEXAS AT AUSTIN;227818;NSF
CARNEGIE MELLON UNIVERSITY;455963;NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.;149999;NSF
OHIO STATE UNIVERSITY, THE;299334;NSF
WILLIAM MARSH RICE UNIVERSITY;150000;NSF
UNIVERSITY OF FLORIDA;410672;NSF
UNIVERSITY OF SOUTH CAROLINA;390000;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;360000;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;110000;NSF
NORTHEASTERN UNIVERSITY;149999;NSF
MICHIGAN STATE UNIVERSITY;150000;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;500001;NSF
UNIVERSITY OF WEST GEORGIA;229699;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;132608;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;134798;NSF
SOUTHERN ILLINOIS UNIVERSITY;49167;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;357574;NSF
MICHIGAN STATE UNIVERSITY;1463031;NSF
UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.;316986;NSF
NORTHEASTERN UNIVERSITY;149760;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;11965;NSF
UNIVERSITY OF PITTSBURGH THE;354800;NSF
BOWIE STATE UNIVERSITY;313028;NSF
TWIN CITIES PUBLIC TELEVISION, INC.;2674862;NSF
VANDERBILT UNIVERSITY, THE;200000;NSF
CHILDREN'S HOSPITAL MEDICAL CENTER;98400;NSF
JOHNS HOPKINS UNIVERSITY, THE;21720;NSF
GEORGETOWN UNIVERSITY (THE);271597;NSF
TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION;71879;NSF
UNIVERSITY OF WASHINGTON;184500;NSF
ARIZONA STATE UNIVERSITY;419186;NSF
UNIVERSITY OF IOWA, THE;499788;NSF
THE GEORGE WASHINGTON UNIVERSITY;12122;NSF
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL;22250;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;13233;NSF
UNIVERSITY OF ALASKA FAIRBANKS;963029;NSF
DUKE UNIVERSITY;16632;NSF
UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.;15013;NSF
UNIVERSITY OF ROCHESTER;370000;NSF
UNIVERSITY OF HOUSTON SYSTEM;132655;NSF
BIGELOW LABORATORY FOR OCEAN SCIENCES;111649;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;249780;NSF
UNIVERSITY OF ARIZONA;11208;NSF
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;580828;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;16330;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;2572159;NSF
UNIVERSITY OF CONNECTICUT;80250;NSF
GEORGETOWN UNIVERSITY (THE);299957;NSF
COMMUNITY COLLEGE OF RHODE ISLAND;136466;NSF
UNIVERSITY OF MONTANA SYSTEM;92787;NSF
GEORGIA TECH RESEARCH CORPORATION;390988;NSF
UNIVERSITY OF WISCONSIN SYSTEM;12000;NSF
TRUSTEES OF THE COLORADO SCHOOL OF MINES;311852;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;17458;NSF
CLEMSON UNIVERSITY;335000;NSF
UNIVERSITY OF MASSACHUSETTS;245216;NSF
UNIVERSITY OF WISCONSIN SYSTEM;149991;NSF
ROCHESTER INSTITUTE OF TECHNOLOGY (INC);899907;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;1000000;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;284546;NSF
QUALITY EDUCATION FOR MINORITIES NETWORK (INC);983543;NSF
QUALITY EDUCATION FOR MINORITIES NETWORK (INC);983543;NSF
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL;238419;NSF
UNIVERSITY OF CONNECTICUT;21161;NSF
SAN JACINTO COMMUNITY COLLEGE DISTRICT;475046;NSF
AMERICAN INDIAN SCIENCE & ENGINEERING SOCIETY;347496;NSF
UNIVERSITY OF HOUSTON SYSTEM;1103743;NSF
OHIO STATE UNIVERSITY, THE;1399782;NSF
NORTH CAROLINA STATE UNIVERSITY;10638771;NSF
LOYOLA MARYMOUNT UNIVERSITY INC;458474;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;310644;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;374151;NSF
UNIVERSITY OF WISCONSIN SYSTEM;884999;NSF
BUCKNELL UNIVERSITY;450000;NSF
UNIVERSITY OF KENTUCKY;1000000;NSF
PORTLAND STATE UNIVERSITY;588267;NSF
WESTERN WASHINGTON UNIVERSITY;449957;NSF
UNIVERSITY OF UTAH, THE;1700000;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;917600;NSF
TECHNICAL EDUCATION RESEARCH CENTERS, INC.;901812;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;560166;NSF
NORTHWESTERN UNIVERSITY;311981;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;400000;NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;181200;NSF
UNIVERSITY OF MARYLAND;35849;NSF
SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY;405080;NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;275000;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;94201;NSF
UNIVERSITY OF TENNESSEE;794388;NSF
UNIVERSITY OF MAINE SYSTEM;106441;NSF
BARNARD COLLEGE (INC);81509;NSF
AUBURN UNIVERSITY;191322;NSF
NATIONAL BUREAU OF ECONOMIC RESEARCH, INC.;15000;NSF
UNIVERSITY OF NEW MEXICO;732512;NSF
UNIVERSITY OF MARYLAND;149999;NSF
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO;581782;NSF
CARNEGIE MELLON UNIVERSITY;1083395;NSF
UNIVERSITY OF WISCONSIN SYSTEM;594449;NSF
PURDUE UNIVERSITY;200000;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;378477;NSF
CLEMSON UNIVERSITY;215942;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;249997;NSF
UNIVERSITY OF ILLINOIS;119184;NSF
SMITHSONIAN INSTITUTION;44301016;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;220000;NSF
UNIVERSITY OF TEXAS AT AUSTIN;1565605;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;531482;NSF
UNIVERSITY OF CONNECTICUT;24172;NSF
WESTERN MICHIGAN UNIVERSITY;199119;NSF
DUKE UNIVERSITY;475183;NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY;553411;NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.;153028;NSF
DREXEL UNIVERSITY;987000;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;600000;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;70124;NSF
TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION;575002;NSF
UNIVERSITY OF CALIFORNIA, SANTA CRUZ;1484971;NSF
UNIVERSITY OF PITTSBURGH THE;450000;NSF
UNIVERSITY OF ALABAMA AT BIRMINGHAM;250000;NASA
WASHINGTON STATE UNIVERSITY;549763;NSF
UNIVERSITY OF MARYLAND BALTIMORE COUNTY;99804;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;355035;NSF
TENNESSEE STATE UNIVERSITY;986414;NSF
WORCESTER POLYTECHNIC INSTITUTE;287893;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;319728;NSF
WORCESTER POLYTECHNIC INSTITUTE;433351;NSF
GEORGIA TECH RESEARCH CORPORATION;426060;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;193786;NSF
NORTH CAROLINA STATE UNIVERSITY;11857;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;3347609;NSF
